num,name_pt,name_zh,cas,ec,notes
1292,5-((4-(dimetilamino) fenil) azo)-1, 4-dimetil-1H- 1,2,4-triazólio e seus sais, quando usado como substância que entra na composição de corantes capilares,5-((4-(二甲氨基)苯基)偶氮)-1,4-二甲基-1H-1,2,4-三唑鎓及其盐（用作染发剂成分时）,12221-52-2,-,
1293,4-(fenilazo)-m-fenilenodiamina e seus sais, quando usado como substância que entra na composição de corantes capilares,4-(苯基偶氮)间苯二胺及其盐（用作染发剂成分时）,495-54-5,207-803-7,
1294,4-metil-6-(fenilazo)-1,3-benzenodiamina e seus sais, quando usado como substância que entra na composição de corantes capilares,4-甲基-6-(苯基偶氮)-1,3-苯二胺及其盐（用作染发剂成分时）,4438-16-8,224-654-3,
1295,5-(acetilamino)-4-hidroxi-3-((2-metilfenil)azo)- ácido 2,7- naftalenodissulfônico e seus sais, quando usado como substância que entra na composição de corantes capilares,5-(乙酰氨基)-4-羟基-3-((2-甲基苯基)偶氮)-2,7-萘二磺酸及其盐（用作染发剂成分时）,6441-93-6,229-231-7,
1296,4,4'-[(4-metil-1,3-fenileno)bis(azo)]bis[6-metil-1,3- benzenodiamina] (Marrom Básico 4) e seus sais, quando usado como substância que entra na composição de corantes capilares,4,4'-[(4-甲基-1,3-亚苯基)双(偶氮)]双[6-甲基-1,3-苯二胺]（碱性棕4）及其盐（用作染发剂成分时）,4482-25-1,224-764-1
1297,"3-[[4-[[diamino(fenillazo)fenil]azo]-2- metilfenil]azo]-N,N,N-trimetil-benzenaminio e seus sais, quando usado como substância que entra na composição de corantes capilares","3-[[4-[[二氨基(苯基偶氮)苯基]偶氮]-2-甲基苯基]偶氮]-N,N,N-三甲基苯铵及其盐（用作染发剂成分时）",83803-99-0,280-920-9,
1298,"3-[[4-[[diamino(fenilazo)fenil]azo]-1- naftalenil]azo]-N,N,N-trimetil-benzenaminio e seus sais, quando usado como substância que entra na composição de corantes capilares","3-[[4-[[二氨基(苯基偶氮)苯基]偶氮]-1-萘基]偶氮]-N,N,N-三甲基苯铵及其盐（用作染发剂成分时）",83803-98-9,280-919-3,
1299,"N-[4-[(4-(dietilamino)fenil)fenilmetileno]-2,5- ciclohexadien-1-ilideno]-N-etiletanaminio e seus sais, quando usado como substância que entra na composição de corantes capilares","N-[4-[(4-(二乙氨基)苯基)苯基亚甲基]-2,5-环己二烯-1-亚基]-N-乙基乙铵及其盐（用作染发剂成分时）",633-03-4,211-190-1,
1300,"1-[(2-hidroxietil)amino]-4-(metilamino)-9,10- antraquinona, seus derivados e seus sais, quando usado como substância que entra na composição de corantes capilares 2475-46-9 /","1-[(2-羟乙基)氨基]-4-(甲氨基)-9,10-蒽醌、其衍生物及其盐（用作染发剂成分时）",2475-46-9 / 86722-66-9,-,
1301,"1,4-diamino-2-metoxi-9,10-antraquinona (vermelho disperso 11) e seus sais, quando usado como substância que entra na composição de corantes capilares","1,4-二氨基-2-甲氧基-9,10-蒽醌（分散红11）及其盐（用作染发剂成分时）",2872-48-2,220-703-8,
1302,"1,4-dihidroxi-5,8-bis[(2- hidroxietil)amino]antraquinona (Azul disperso 7) e seus sais, quando usado como substância que entra na composição de corantes capilares","1,4-二羟基-5,8-双[(2-羟乙基)氨基]蒽醌（分散蓝7）及其盐（用作染发剂成分时）",3179-90-6,221-666-0,
1303,"1-[(3-aminopropil)amino]-4- (metilamino)antraquinona e seus sais, quando usado como substância que entra na composição de corantes capilares","1-[(3-氨基丙基)氨基]-4-(甲氨基)蒽醌及其盐（用作染发剂成分时）",22366-99-0,244-938-0,
1304,"N-[6-[(2-cloro-4-hidroxifenil)imino]-4-metoxi-3- oxo-1,4-ciclohexadieno-1-il]acetamida (HC Amarelo nº 8) e seus sais, quando usado como substância que entra na composição de corantes capilares","N-[6-[(2-氯-4-羟基苯基)亚氨基]-4-甲氧基-3-氧代-1,4-环己二烯-1-基]乙酰胺（HC黄8号）及其盐（用作染发剂成分时）",66612-11-1,266-424-5,
1305,"[6-[[3-cloro-4-(metilamino)fenil]imino]-4-metil-3- oxociclohexa-1,4-dien-1-il]ureia (HC Vermelho nº 9) e seus sais, quando usado como substância que entra na composição de corantes capilares","[6-[[3-氯-4-(甲氨基)苯基]亚氨基]-4-甲基-3-氧代环己-1,4-二烯-1-基]脲（HC红9号）及其盐（用作染发剂成分时）",56330-88-2,260-116-4,
1306,"3,7-bis(dimetilamino)-fenotiazin-5-io e seus sais, quando usado como substância que entra na composição de corantes capilares","3,7-双(二甲氨基)吩噻嗪-5-鎓及其盐（用作染发剂成分时）",61-73-4,200-515-2,
1307,"4,6-bis(2-hidroxietoxi)-m-fenilenodiamina e seus sais, quando usado como substância que entra na composição de corantes capilares","4,6-双(2-羟乙氧基)间苯二胺及其盐（用作染发剂成分时）",94082-85-6,-,
1308,"5-amino-2,6-dimetoxi-3-hidroxipiridina e seus sais, quando usado como substância que entra na composição de corantes capilares","5-氨基-2,6-二甲氧基-3-羟基吡啶及其盐（用作染发剂成分时）",104333-03-1,-,
1309,"4,4'-diaminodifenilamina e seus sais, quando usado como substância que entra na composição de corantes capilares","4,4'-二氨基二苯胺及其盐（用作染发剂成分时）",537-65-5,208-673-4,
1310,"4-dietilamino-o-toluidina e seus sais, quando usado como substância que entra na composição de corantes capilares 148-71-0 / 24828-38-4 /","4-二乙氨基邻甲苯胺及其盐（用作染发剂成分时）",148-71-0 / 24828-38-4 / 2051-79-8,-,
1311,"N,N-dietil-p-fenilenodiamina e seus sais,  quando usado como substância que entra na composição de corantes capilares 93-05-0 / 6065-27-6 /","N,N-二乙基对苯二胺及其盐（用作染发剂成分时）",93-05-0 / 6065-27-6 / 6283-63-2,-,
1312,"N,N-dimetil-p-fenilenodiamina e seus sais, quando usado como substância que entra na composição de corantes capilares 99-98-9 / 6219-73-4 202-807-5 /","N,N-二甲基对苯二胺及其盐（用作染发剂成分时）",99-98-9 / 6219-73-4,202-807-5 / 228-292-7,-,
1313,"como substância que entra na composição de corantes capilares","（用作染发剂成分时）",496-72-0,207-826-2,
1314,"2,4-diamino-5-metilfenoxietanol e seus sais, quando usado como substância que entra na composição de corantes capilares","2,4-二氨基-5-甲基苯氧基乙醇及其盐（用作染发剂成分时）",141614-05-3,-,
1315,"6-amino-o-cresol e seus sais, quando usado como substância que entra na composição de corantes capilares","6-氨基邻甲酚及其盐（用作染发剂成分时）",17672-22-9,-,
1316,"Hidroxietilaminometil-p-aminofenol e seus sais, quando usado como substância que entra na composição de corantes capilares 110952-46-0/","羟乙基氨基甲基对氨基苯酚及其盐（用作染发剂成分时）",110952-46-0/135043-63-9,-,
1317,"2-amino-3-nitrofenol e seus sais, quando usado como substância que entra na composição de corantes capilares, em concentrações maiores que  2%. 603- 85-0","2-氨基-3-硝基苯酚及其盐（用作染发剂成分时，浓度>2%）",603-85-0,210-060-1,-,
1318,"2-cloro-5-nitro-N-hidroxietil-p-fenilenodiamina e seus sais, quando usado como substância que entra na composição de corantes capilares","2-氯-5-硝基-N-羟乙基对苯二胺及其盐（用作染发剂成分时）",50610-28-1,256-652-3,
1319,"2-nitro-p-fenilenodiamina e seus sais, quando usado como substância que entra na composição de corantes capilares, em concentrações maiores que 1%. 5307-14-2/18266- 52-9/68239-83-8 226-164-5/242- 144-9/269-477-2","2-硝基对苯二胺及其盐（用作染发剂成分时，浓度>1%）",5307-14-2/18266-52-9/68239-83-8,226-164-5/242-144-9/269-477-2,
1321,"6-nitro-2,5-piridinodiamina e seus sais, quando usado como substância que entra na composição de corantes capilares","6-硝基-2,5-吡啶二胺及其盐（用作染发剂成分时）",69825-83-8,-,
1322,"3,7-diamino-2,8-dimetil-5-fenil-fenazinio e seus sais, quando usado como substância que entra na composição de corantes capilares","3,7-二氨基-2,8-二甲基-5-苯基吩嗪鎓及其盐（用作染发剂成分时）",477-73-6,207-518-8,
1323,"Ácido 3-hidroxi-4-[(2-hidroxinaftil)azo]-7- nitronaftaleno-1-sulfonico e seus sais, quando usado como substância que entra na composição de corantes capilares 16279-54-2 /","3-羟基-4-[(2-羟基萘基)偶氮]-7-硝基萘-1-磺酸及其盐（用作染发剂成分时）",16279-54-2 / 5610-64-0,-,
1324,"3-[(2-nitro-4-(trifluorometil)fenil)amino]propano- 1,2-diol (HC Amarelo nº 6) e seus sais, quando usado como substância que entra na composição de corantes capilares","3-[(2-硝基-4-(三氟甲基)苯基)氨基]丙烷-1,2-二醇（HC黄6号）及其盐（用作染发剂成分时）",104333-00-8,410-010-0,
1325,"2-[(4-cloro-2-nitrofenil)amino]etanol (HC Amarelo nº 12) e seus sais, quando usado como substância que entra na composição de corantes capilares","2-[(4-氯-2-硝基苯基)氨基]乙醇（HC黄12号）及其盐（用作染发剂成分时）",59320-13-7,-,
1326,"3-[[4-[(2-hidroxietil)metilamino]-2- nitrofenil]amino]-1,2-propanodiol e seus sais, quando usado como substância que entra na composição de corantes capilares","3-[[4-[(2-羟乙基)甲氨基]-2-硝基苯基]氨基]-1,2-丙二醇及其盐（用作染发剂成分时）",173994-75-7,-,
1327,"3-[[4-[(2-hidroxietil)amino]-2- nitrofenil]amino]-1,2-propanodiol e seus sais, quando usado como substância que entra na composição de corantes capilares","3-[[4-[(2-羟乙基)氨基]-2-硝基苯基]氨基]-1,2-丙二醇及其盐（用作染发剂成分时）",114087-41-1,-,
1328,"N-[4-[[4-(dietilamino)fenil][4-(etilamino)-1- naftalenil]metileno]-2,5-ciclohexadieno-1-ilidine]- N-etil-Etanaminio e seus sais, quando usado como substância que entra na composição de corantes capilares","N-[4-[[4-(二乙氨基)苯基][4-(乙氨基)-1-萘基]亚甲基]-2,5-环己二烯-1-亚基]-N-乙基乙铵及其盐（用作染发剂成分时）",2390-60-5,219-232-0,
1334,"Ácido 2-(3,6-dihidroxi-2,4,5,7-tetrabromoxanten- 9-il)- benzóico; Fluoresceina, 2',4',5',7'- tetrabromo (Solvente Vermelho 43), seu sal dissódico (Vermelho Ácido 87; CI 45380) e seu sal de alumínio (Pigmento Vermelho 90:1 laca de alumínio), quando usado como substância que entra na composição de corantes capilares","2-(3,6-二羟基-2,4,5,7-四溴呫吨-9-基)苯甲酸；荧光素，2',4',5',7'-四溴（溶剂红43），其二钠盐（酸性红87；CI 45380）及其铝盐（颜料红90:1铝色淀）（用作染发剂成分时）",15086-94-9,-,
1336,"3'6'-dihidroxi-4',5'- diiodoespirol[isobenzenofurano-1(3H),9'- [9H]xanteno]-3-ona (Solvente Vermelho 73) e seu respectivo sal sódico (Vermelho Ácido 95;CI 45425), quando usado como substância que entra na composição de corantes capilares","3',6'-二羟基-4',5'-二碘螺[异苯并呋喃-1(3H),9'-[9H]呫吨]-3-酮（溶剂红73）及其钠盐（酸性红95；CI 45425）（用作染发剂成分时）",38577-97-8,-,
1337,"2',4',5',7'- tetraiodofluoresceína, seu sal dissódico (Vermelho Ácido 51; CI 45430) e seu sal de alumínio (Pigmento Vermelho","2',4',5',7'-四碘荧光素，其二钠盐（酸性红51；CI 45430）及其铝盐（颜料红",172,-,
1338,"1-hidroxi-2,4-diaminobenzeno (2,4-diaminofenol) e respectivo sal de dicloridrato (2,4-diaminofenol HCl), quando usado como substância que entra na composição de corantes capilares em concentrações maiores que 0,2% (base livre) 95-86-3 /","1-羟基-2,4-二氨基苯（2,4-二氨基苯酚）及其二盐酸盐（2,4-二氨基苯酚盐酸盐）（用作染发剂成分时，浓度>0.2%（游离碱））",95-86-3 / 137-09-7,-,
1339,"1,4-dihidroxibenzeno (Hidroquinona)","1,4-二羟基苯（对苯二酚）",123-31-9,204-617-8,
1340,"Cloreto de [4-[[4-anilino-1-naftil][4- (dimetilamino)fenil]metileno]ciclohexa-2,5-dien-1- ilideno]dimetilamônio (CI 44045), quando usado como substância que entra na composição de corantes capilares","[4-[[4-苯氨基-1-萘基][4-(二甲氨基)苯基]亚甲基]环己-2,5-二烯-1-亚基]二甲基铵氯化物（CI 44045）（用作染发剂成分时）",2580-56-5,219-943-6,
1341,"3-[(2,4-dimetil-5-sulfonatofenil)azo]-4- hidroxinaftaleno-1-sulfonato dissódico (CI 14700), quando usado como substância que entra na composição de corantes capilares","3-[(2,4-二甲基-5-磺酸苯基)偶氮]-4-羟基萘-1-磺酸二钠盐（CI 14700）（用作染发剂成分时）",4548-53-2,224-909-9,
1342,"Tris[5,6-dihidro-5-(hidroxiimino)-6- oxonaftaleno- 2-sulfonato(2-)- N5,O6]ferrato(3-) trissódico (CI 10020), quando usado como substância que entra na composição de corantes capilares","三[5,6-二氢-5-(羟基亚氨基)-6-氧代萘-2-磺酸(2-)-N5,O6]铁(3-)三钠盐（CI 10020）（用作染发剂成分时）",19381-50-1,243-010-2,
1343,"4-(fenilazo)resorcinol(CI 11920) e seus sais, quando usado como substância que entra na composição de corantes capilares","4-(苯基偶氮)间苯二酚（CI 11920）及其盐（用作染发剂成分时）",2051-85-6,218-131-9,
1344,"4-[(4-etoxifenil)azo]naftol (CI 12010) e seus sais, quando usado como substância que entra na composição de corantes capilares","4-[(4-乙氧基苯基)偶氮]萘酚（CI 12010）及其盐（用作染发剂成分时）",6535-42-8,229-439-8,
1345,"1-[(2-cloro-4-nitrofenil)azo]-2-naftol (CI 12085) e seus sais, quando usado como substância que entra na composição de corantes capilares","1-[(2-氯-4-硝基苯基)偶氮]-2-萘酚（CI 12085）及其盐（用作染发剂成分时）",2814-77-9,220-562-2,
1346,"3-hidroxi-N-(o-tolil)-4-[(2,4,5- triclorofenil)azo]naftaleno-2-carboxamida (CI 12370) e seus sais, quando usado como substância que entra na composição de corantes capilares","3-羟基-N-(邻甲苯基)-4-[(2,4,5-三氯苯基)偶氮]萘-2-甲酰胺（CI 12370）及其盐（用作染发剂成分时）",6535-46-2,229-440-3,
1347,"[(dietilamino)sulfonil]-2-metoxifenil] azo]-3-hidroxinaftaleno-2-carboxamida (CI 12490) e seus sais, quando usado como substância que entra na composição de corantes capilares","[(二乙氨基)磺酰基]-2-甲氧基苯基]偶氮-3-羟基萘-2-甲酰胺（CI 12490）及其盐（用作染发剂成分时）",6410-41-9,229-107-2,
1348,"4-[(5-cloro-4-metil-2-sulfonatofenil)azo]-3-hidroxi- 2-naftoato dissódico (CI 15865), quando usado como substância que entra na composição de corantes capilares","4-[(5-氯-4-甲基-2-磺酸苯基)偶氮]-3-羟基-2-萘甲酸二钠盐（CI 15865）（用作染发剂成分时）",3564-21-4,222-642-2,
1349,"3-hidroxi-4-[(1-sulfonato-2-naftil)azo]-2-naftoato de cálcio (CI 15880), quando usado como substância que entra na composição de corantes capilares","3-羟基-4-[(1-磺酸-2-萘基)偶氮]-2-萘甲酸钙盐（CI 15880）（用作染发剂成分时）",6417-83-0,229-142-3,
1350,"3-hidroxi-4-(4'-sulfonatonaftilazo)naftaleno-2,7- disulfonato trissódico (CI 16185), quando usado como substância que entra na composição de corantes capilares","3-羟基-4-(4'-磺酸萘基偶氮)萘-2,7-二磺酸三钠盐（CI 16185）（用作染发剂成分时）",915-67-3,213-022-2,
1351,"2,2'-[(3,3'-dicloro[1,1'-bifenil]-4,4'- diil)bis(azo)]bis[N-(2,4-dimetilfenil)- 3-oxobutiramida] (CI 21100), quando usado como substância que entra na composição de corantes capilares","2,2'-[(3,3'-二氯[1,1'-联苯]-4,4'-二基)双(偶氮)]双[N-(2,4-二甲基苯基)-3-氧代丁酰胺]（CI 21100）（用作染发剂成分时）",5102-83-0,225-822-9,
1352,"2,2'-[ciclohexilidenobis[(2-metil-4,1- fenileno)azo]]bis[4-ciclohexilfenol] (CI 21230), quando usado como substância que entra na composição de corantes capilares","2,2'-[环己亚基双[(2-甲基-4,1-亚苯基)偶氮]]双[4-环己基苯酚]（CI 21230）（用作染发剂成分时）",6706-82-7,229-754-0,
1353,"1-((4-fenilazo)fenilazo)-2-naftol (CI 26100), quando usado como substância que entra na composição de corantes capilares","1-((4-苯基偶氮)苯基偶氮)-2-萘酚（CI 26100）（用作染发剂成分时）",85-86-9,201-638-4,
1354,"6-amino-4-hidroxi-3-[[7-sulfonato-4-[(4- sulfonatofenil)azo]-1-naftil] azo]naftaleno-2,7- dissulfonato tetrassódico (CI 27755), quando usado como substância que entra na composição de corantes capilares","6-氨基-4-羟基-3-[[7-磺酸-4-[(4-磺酸苯基)偶氮]-1-萘基]偶氮]萘-2,7-二磺酸四钠盐（CI 27755）（用作染发剂成分时）",2118-39-0,218-326-9,
1355,"Hidróxido de N-(4-((4-(dietilamino)fenil)(2,4- dissulfofenil)metileno)-2,5-ciclohexadien-1- ilideno)- N-etil-etanamínio, seu sal interno e seu sal de sódio (CI 42045), quando usado como substância que entra na composição de corantes capilares","N-(4-((4-(二乙氨基)苯基)(2,4-二磺酸苯基)亚甲基)-2,5-环己二烯-1-亚基)-N-乙基乙铵氢氧化物、其内盐及其钠盐（CI 42045）（用作染发剂成分时）",129-17-9,204-934-1,
1356,"Hidróxido de N-(4-((4-(dietilamino)fenil)(5-hidroxi- 2,4-disulfofenil)metileno)-2,5-ciclohexadien-1- ilideno)-N-etil-, etanamínio, seu sal interno e sal de cálcio (2:1 ) (CI 42051) ,quando usado como substância que entra na composição de corantes capilares","N-(4-((4-(二乙氨基)苯基)(5-羟基-2,4-二磺酸苯基)亚甲基)-2,5-环己二烯-1-亚基)-N-乙基乙铵氢氧化物、其内盐及其钙盐(2:1)（CI 42051）（用作染发剂成分时）",3536-49-0,222-573-8,
1357,"Hidróxido de N-etil-N-(4-((4-etil((3- sulfofenil)metil)amino)fenil)(4-hidroxi-2-sulfofenil) metileno)-2,5-ciclohexadien-1-ilideno)-3-sulfo- benzenometanamínio, seu sal interno e seu sal dissódico (CI 42053), quando usado como substância que entra na composição de corantes capilares","N-乙基-N-(4-((4-乙基((3-磺酸苯基)甲基)氨基)苯基)(4-羟基-2-磺酸苯基)亚甲基)-2,5-环己二烯-1-亚基)-3-磺酸苄基铵氢氧化物、其内盐及其二钠盐（CI 42053）（用作染发剂成分时）",2353-45-9,219-091-5,
1358,"1,3-isobenzofurandiona, produtos da reação com metilquinolina e quinolina (CI 47000), quando usado como substância que entra na composição de corantes capilares","1,3-异苯并呋喃二酮与甲基喹啉和喹啉的反应产物（CI 47000）（用作染发剂成分时）",8003-22-3,232-318-2,
1359,"Nigrosina (CI 50420), quando usado como substância que entra na composição de corantes capilares","苯胺黑（CI 50420）（用作染发剂成分时）",8005-03-6,-,
1360,"8,18-dicloro-5,15-dietil-5,15-dihidrodiindolo[3,2- b:3',2'-m]trifenodioxazina (CI 51319)quando usado como substância que entra na composição de corantes capilares","8,18-二氯-5,15-二乙基-5,15-二氢二吲哚[3,2-b:3',2'-m]三苯并二恶嗪（CI 51319）（用作染发剂成分时）",6358-30-1,228-767-9,
1361,"1,2-dihidroxiantraquinona (CI 58000), quando usado como substância que entra na composição de corantes capilares","1,2-二羟基蒽醌（CI 58000）（用作染发剂成分时）",72-48-0,200-782-5,
1362,"8-hidroxipireno-1,3,6-trisulfonato de trisódico (CI 59040), quando usado como substância que entra na composição de corantes capilares","8-羟基芘-1,3,6-三磺酸三钠盐（CI 59040）（用作染发剂成分时）",6358-69-6,228-783-6,
1363,"quando usado como substância que entra na composição de corantes capilares","（用作染发剂成分时）",81-48-1,201-353-5,
1364,"1,4-bis(p-tolilamino)antraquinona (CI 61565), quando usado como substância que entra na composição de corantes capilares","1,4-双(对甲苯氨基)蒽醌（CI 61565）（用作染发剂成分时）",128-80-3,204-909-5,
